"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";""
"40";"95";"Even";"Braaten";"M";"NOR";"IK Hero / Team Nullstress";"FE 2";"M Senior";"18:25.0";"10:33.0";"2015-06-28T14:10:52.3520000";"Oslo";""
"40";"119";"Peder";"Gaasø";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"18:25.0";"10:33.0";"2015-06-28T14:23:33.8690000";"OSLO";""
"40";"112";"Andreas Kielland";"Hauge";"M";"NOR";"Solum TSK";"FE 2";"M Senior";"18:25.0";"10:33.0";"2015-06-28T14:20:14.6440000";"PORSGRUNN";""
"43";"100";"Aleksander";"Ødegård";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"18:32.0";"10:40.0";"2015-06-28T14:14:09.9850000";"KONGSBERG";""
"44";"81";"Karsten";"Hjelseth";"M";"NOR";"OSLO";"FE 2";"M Senior";"18:36.0";"10:44.0";"2015-06-28T14:04:40.4530000";"Oslo";""
"44";"99";"Truls Kristian";"Syvertsen";"M";"NOR";"Drammen CK / Team Letth";"FE 2";"M Senior";"18:36.0";"10:44.0";"2015-06-28T14:13:49.6040000";"Steinberg";""
"46";"137";"Iver";"Skustad";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"18:47.0";"10:55.0";"2015-06-28T14:32:53.5260000";"Drammen";""
"47";"178";"Sven";"Leininger";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"18:48.0";"10:56.0";"2015-06-28T14:53:14.7170000";"BERGEN";""
"48";"125";"Anders";"Samnøy";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"19:11.0";"11:19.0";"2015-06-28T14:26:52.4720000";"Oslo";""
"49";"103";"Rune";"Tangen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"19:17.0";"11:25.0";"2015-06-28T14:16:09.0220000";"Gjerdrum";""
"50";"91";"Thomas";"Svendsen";"M";"NOR";"OSLO";"FE 2";"M Senior";"19:33.0";"11:41.0";"2015-06-28T14:09:26.8590000";"OSLO";""
"51";"84";"Anton";"Odbro";"M";"SWE";"Göteborgs Stigcyklister";"FE 2";"M Senior";"19:36.0";"11:44.0";"2015-06-28T14:06:43.8970000";"Göteborg";""
"52";"123";"Ole Henrik";"Norberg";"M";"NOR";"OSLO";"FE 2";"M Senior";"19:40.0";"11:48.0";"2015-06-28T14:26:05.6190000";"OSLO";""
"53";"160";"Ruben";"Høiland";"M";"NOR";"SOGNDAL";"FE 2";"M Senior";"19:41.0";"11:49.0";"2015-06-28T14:44:39.5970000";"SOGNDAL";""
"54";"83";"Baard";"Hellebostad";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 2";"M Senior";"19:53.0";"12:01.0";"2015-06-28T14:05:05.3140000";"Borgen";""
"55";"163";"Nikolai";"Fekjær";"M";"NOR";"Moss CK";"FE 2";"M Senior";"20:00.0";"12:08.0";"2015-06-28T14:46:32.6930000";"Saltnes";""
"56";"109";"Geir Vidar";"Bjørndalen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"20:12.0";"12:20.0";"2015-06-28T14:19:46.7410000";"Gjerdrum";""
"57";"120";"Jostein";"Børresen";"M";"NOR";"Drammen CK / Nedre Buskerud Nerroverlag";"FE 2";"M Senior";"20:12.0";"12:20.0";"2015-06-28T14:24:45.7220000";"SOLBERGELVA";""
"58";"149";"Erik";"Almerud";"M";"NOR";"DRAMMEN";"FE 2";"M Senior";"20:24.0";"12:32.0";"2015-06-28T14:39:49.0450000";"DRAMMEN";""
"59";"181";"Anders";"Søyland";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"20:42.0";"12:50.0";"2015-06-28T14:55:57.9240000";"Hjellestad";""
"60";"127";"Tom";"Ruud";"M";"NOR";"Lillehammer CK / Birk Sport AS";"FE 2";"M Senior";"20:51.0";"12:59.0";"2015-06-28T14:29:03.1980000";"Lillehammer";""
"61";"157";"Stian Lie";"Hansen";"M";"NOR";"Andebarkji TSK";"FE 2";"M Senior";"21:20.0";"13:28.0";"2015-06-28T14:44:03.7410000";"DRAMMEN";""
"62";"144";"Anders";"Paalgardkleven";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"21:25.0";"13:33.0";"2015-06-28T14:37:11.8380000";"OSLO";""
"63";"143";"Per Henrik Opsal";"Thorp";"M";"NOR";"IK Hero";"FE 2";"M Senior";"21:50.0";"13:58.0";"2015-06-28T14:34:11.1970000";"HOSLE";""
"64";"130";"Tor Arne";"Holen";"M";"NOR";"TORP";"FE 2";"M Senior";"22:30.0";"14:38.0";"2015-06-28T14:31:45.5030000";"TORP";""
"65";"133";"Sindre";"Rasmussen";"M";"NOR";"Gresvik IF";"FE 2";"M Senior";"22:52.0";"15:00.0";"2015-06-28T14:32:35.2060000";"Fredrikstad";""
"66";"129";"Lars-Petter";"Holm";"M";"NOR";"Eiker-Kvikk sykkel";"FE 2";"M Senior";"23:22.0";"15:30.0";"2015-06-28T14:31:13.4270000";"HOKKSUND";""
"67";"134";"Runar";"Sagerud";"M";"NOR";"Kolbotn SK";"FE 2";"M Senior";"23:32.0";"15:40.0";"2015-06-28T14:35:09.4110000";"Oppegård";""
"68";"170";"Arne";"Runde";"M";"NOR";"Sunnfjord Trimklubb";"FE 2";"M Senior";"24:53.0";"17:01.0";"2015-06-28T14:53:42.2300000";"NAUSTDAL";""
"69";"136";"Kristoffer";"Berdal";"M";"NOR";"IK Hero";"FE 2";"M Senior";"26:03.0";"18:11.0";"2015-06-28T14:36:30.1520000";"Oslo";""
"70";"97";"Geir";"Nummedal";"M";"NOR";"Voss MTB Klubb";"FE 2";"M Senior";"26:40.0";"18:48.0";"2015-06-28T14:21:08.8160000";"OSLO";""
"71";"185";"Christopher Cassidy";"Svennevik";"M";"NOR";"HEMSEDAL";"FE 2";"M Senior";"29:25.0";"21:33.0";"2015-06-28T15:07:04.6700000";"Hemsedal";""
"72";"105";"Petter";"Strøm";"M";"NOR";"Sogn CK / Sti5";"FE 2";"M Senior";"30:45.0";"22:53.0";"2015-06-28T14:29:27.8050000";"Sogndal";""
"73";"96";"Tarjei";"Hofset";"M";"NOR";"Team Sport Support";"FE 2";"M Senior";"33:17.0";"25:25.0";"2015-06-28T14:28:07.4200000";"TRONDHEIM";""
"74";"175";"Ola";"Gulbrandsen";"M";"NOR";"KONGSBERG";"FE 2";"M Senior";"33:28.0";"25:36.0";"2015-06-28T15:06:57.6290000";"KONGSBERG";""
"75";"132";"Lars Kristian";"Günther";"M";"NOR";"Skjeberg CK";"FE 2";"M Senior";"36:15.0";"28:23.0";"2015-06-28T14:42:47.3130000";"DEGERNES";""
"76";"155";"Even";"Hægland";"M";"NOR";"CK Henie";"FE 2";"M Senior";"38:04.0";"30:12.0";"2015-06-28T14:55:01.3500000";"Os";""
"77";"168";"Jean-Christophe";"Barbier";"M";"FRA";"Molde CK / Prores AS";"FE 2";"M Senior";"55:28.0";"47:36.0";"2015-06-28T15:24:23.7730000";"ÅNDALSNES";""
"78";"145";"Eddie";"Setekleiv";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"1:08:08.0";"1:00:16.0";"2015-06-28T15:13:01.9260000";"Trondheim";""
"1";"2";"Hilde";"Strædet";"F";"NOR";"Kristiansands CK";"FE 3";"K Senior";"22:42.0";"0:00.0";"2015-06-28T14:05:05.0260000";"Kristiansand S";""
"2";"1";"Alice";"Grindheim";"F";"NOR";"Drammen CK";"FE 3";"K Senior";"22:57.0";"0:15.0";"2015-06-28T14:04:29.2100000";"Oslo";""
"3";"9";"Stina";"Bondehagen";"F";"NOR";"Oslostudentenes IK";"FE 3";"K Senior";"23:09.0";"0:27.0";"2015-06-28T14:07:54.2260000";"Oslo";""
"4";"3";"Helene Thon";"Moland";"F";"NOR";"Hemsedal IL Sykkel";"FE 3";"K Senior";"24:52.0";"2:10.0";"2015-06-28T14:05:33.8540000";"Hosle";""
"5";"12";"Susanne";"Beijer";"F";"SWE";"Hemsedal IL Sykkel";"FE 3";"K Senior";"26:45.0";"4:03.0";"2015-06-28T14:10:18.0800000";"Hemsedal";""
"6";"11";"Astri";"Knudsen";"F";"NOR";"SK Rye sykkel / Team Ibis";"FE 3";"K Senior";"27:04.0";"4:22.0";"2015-06-28T14:09:21.6730000";"LEIKANGER";""
"7";"22";"Ragnhild";"Solheim";"F";"NOR";"BERGEN";"FE 3";"K Senior";"27:38.0";"4:56.0";"2015-06-28T14:15:25.1390000";"Bergen";""
"8";"16";"Ingrid Kristine";"Odongo";"F";"NOR";"Hemsedal IL Sykkel / Speedproducts";"FE 3";"K Senior";"30:19.0";"7:37.0";"2015-06-28T14:12:33.7680000";"HEMSEDAL";""
"9";"21";"Sigrid";"Michaelsen";"F";"NOR";"SOGNDAL";"FE 3";"K Senior";"30:24.0";"7:42.0";"2015-06-28T14:16:42.4400000";"SOGNDAL";""
"10";"7";"Martine";"Walbye";"F";"NOR";"SKREIA";"FE 3";"K Senior";"30:33.0";"7:51.0";"2015-06-28T14:07:26.6580000";"SKREIA";""
"11";"19";"Lise";"Stene";"F";"NOR";"OSLO";"FE 3";"K Senior";"31:08.0";"8:26.0";"2015-06-28T14:14:16.1520000";"OSLO";""
"12";"8";"Inger Helene";"Hamborg";"F";"NOR";"Snertne Pigers Velocipedklub";"FE 3";"K Senior";"33:31.0";"10:49.0";"2015-06-28T14:08:45.0090000";"Kongsberg";""
"13";"20";"Marta Skadal";"Kvåle";"F";"NOR";"OSLO";"FE 3";"K Senior";"37:39.0";"14:57.0";"2015-06-28T14:14:15.3030000";"OSLO";""
"14";"14";"Tonje";"Sameien";"F";"NOR";"SOGNDAL";"FE 3";"K Senior";"38:10.0";"15:28.0";"2015-06-28T14:12:14.8160000";"SOGNDAL";""
"15";"13";"Maria";"Bergli";"F";"NOR";"DRAMMEN";"FE 3";"K Senior";"40:53.0";"18:11.0";"2015-06-28T14:11:24.6890000";"Drammen";""
"82";"63";"Ted";"Johansen";"M";"NOR";"IF Frøy";"FE 3";"M Senior";"11:57.0";"0:00.0";"2015-06-28T14:35:05.9430000";"OSLO";""
"1";"68";"Zakarias Blom";"Johansen";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"17:10.0";"5:13.0";"2015-06-28T14:37:14.0320000";"Kolsås";""
"2";"70";"Lars Vatnebryn";"Sandviken";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"17:44.0";"5:47.0";"2015-06-28T14:38:24.0790000";"Kongsberg";""
"3";"73";"Nils Einar";"Berget";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"18:11.0";"6:14.0";"2015-06-28T14:39:54.5680000";"VALDERØYA";""
"4";"58";"Espen";"Johnsen";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"18:29.0";"6:32.0";"2015-06-28T14:32:21.5970000";"Bergen";""
"5";"80";"Emil Aamli";"Carlson";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"18:31.0";"6:34.0";"2015-06-28T14:43:27.7810000";"Ingeberg";""
"6";"61";"Tom";"Haukom";"M";"NOR";"FMC";"FE 3";"M Senior";"18:46.0";"6:49.0";"2015-06-28T14:33:49.9380000";"KONGSBERG";""
"7";"59";"Ove";"Grøndal";"M";"NOR";"Trailhead Nesbyen";"FE 3";"M Senior";"18:59.0";"7:02.0";"2015-06-28T14:32:52.8450000";"NESBYEN";""
"8";"64";"John Ola";"Buøy";"M";"NOR";"Orkla CK / Team Ibis";"FE 3";"M Senior";"19:12.0";"7:15.0";"2015-06-28T14:35:29.1690000";"Buvika";""
"9";"69";"Joar";"Solem";"M";"NOR";"DRAMMEN";"FE 3";"M Senior";"19:21.0";"7:24.0";"2015-06-28T14:37:52.4810000";"Drammen";""
"10";"124";"Bjørn";"Ballangrud";"M";"NOR";"Lillehammer CK / NTG Lillehammer";"FE 3";"M Senior";"19:48.0";"7:51.0";"2015-06-28T15:05:27.9680000";"Lillehammer";""
"11";"131";"Michael Overbeck";"Cook";"M";"NOR";"IK Hero";"FE 3";"M Senior";"19:58.0";"8:01.0";"2015-06-28T15:08:59.4780000";"Eidsvoll";""
"12";"176";"Martin";"Eriksson";"M";"SWE";"Cykloteket Racing Team";"FE 3";"M Senior";"20:10.0";"8:13.0";"2015-06-28T15:31:21.9770000";"Falun";""
"13";"111";"Edgars";"Abols";"M";"LAT";"Sandnes Sykleklubb";"FE 3";"M Senior";"20:11.0";"8:14.0";"2015-06-28T14:59:08.5340000";"Taurene";""
"14";"82";"Michal";"Wiecyk";"M";"POL";"TRONDHEIM";"FE 3";"M Senior";"20:21.0";"8:24.0";"2015-06-28T14:44:43.6350000";"TRONDHEIM";""
"15";"66";"Simon";"Johansson";"M";"SWE";"IK Hero";"FE 3";"M Senior";"20:23.0";"8:26.0";"2015-06-28T14:36:39.9840000";"Slependen";""
"16";"67";"Øyvind";"Sætra";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"20:26.0";"8:29.0";"2015-06-28T14:37:07.0510000";"Sogndal";""
"17";"139";"Edgars";"Cirulis";"M";"NOR";"";"FE 3";"M Senior";"20:36.0";"8:39.0";"2015-06-28T15:13:08.3440000";"";""
"18";"161";"Vegard";"Skorpen";"M";"NOR";"Gayduro Riders";"FE 3";"M Senior";"20:41.0";"8:44.0";"2015-06-28T15:24:15.0720000";"Oslo";""
"19";"110";"Ola";"Aarsland";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"20:45.0";"8:48.0";"2015-06-28T14:58:35.2650000";"SOGNDAL";""
"20";"92";"Kristian";"Ertnes";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"20:56.0";"8:59.0";"2015-06-28T14:49:57.3860000";"Sogndal";""
"21";"85";"Pål";"Grotnes";"M";"NOR";"Gresvik IF";"FE 3";"M Senior";"20:58.0";"9:01.0";"2015-06-28T14:46:04.6860000";"Fredrikstad";""
"22";"154";"Jan Helge";"Aalbu";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"21:15.0";"9:18.0";"2015-06-28T15:20:38.0650000";"Sogndal";""
"23";"93";"Nikolai";"Sele";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 3";"M Senior";"21:17.0";"9:20.0";"2015-06-28T14:50:05.4690000";"SANDANE";""
"24";"101";"Arild";"Gravdal";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"21:18.0";"9:21.0";"2015-06-28T14:54:20.1120000";"Øvre Ervik";""
"25";"98";"Tage Rickard";"Sundell";"M";"SWE";"SK Rye sykkel / Team Ibis";"FE 3";"M Senior";"21:18.0";"9:21.0";"2015-06-28T14:52:29.3370000";"LEIKANGER";""
"26";"165";"Petter";"Christiansen";"M";"NOR";"BERGEN";"FE 3";"M Senior";"21:21.0";"9:24.0";"2015-06-28T15:26:12.7360000";"Bergen";""
"27";"107";"Stian";"Rånes";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"21:22.0";"9:25.0";"2015-06-28T14:57:01.0600000";"Drammen";""
"30";"76";"Jonas";"Olsson";"M";"NOR";"Hemsedal IL Sykkel / Mx-Training.Com";"FE 3";"M Senior";"21:25.0";"9:28.0";"2015-06-28T14:41:42.8960000";"HEMSEDAL";""
"31";"94";"Thomas";"Borthen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"21:37.0";"9:40.0";"2015-06-28T14:50:44.1040000";"Skedsmokorset";""
"31";"78";"Martin A";"Steen";"M";"NOR";"KROKKLEIVA";"FE 3";"M Senior";"21:37.0";"9:40.0";"2015-06-28T14:42:49.8900000";"KROKKLEIVA";""
"33";"88";"Steinar";"Willassen";"M";"NOR";"Hemsedal IL Sykkel";"FE 3";"M Senior";"21:50.0";"9:53.0";"2015-06-28T14:47:40.8190000";"Hemsedal";""
"34";"102";"Olav";"Aga";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"21:55.0";"9:58.0";"2015-06-28T14:54:42.3920000";"BERGEN";""
"35";"90";"Magnus";"Grönberg";"M";"NOR";"Hemsedal IL Sykkel";"FE 3";"M Senior";"22:01.0";"10:04.0";"2015-06-28T14:48:39.9630000";"Hemsedal";""
"36";"79";"Morgan";"Bakken";"M";"NOR";"Kragerø SK";"FE 3";"M Senior";"22:15.0";"10:18.0";"2015-06-28T14:43:14.2130000";"Kragerø";""
"37";"146";"Sigve";"Swensen";"M";"NOR";"GJETTUM";"FE 3";"M Senior";"22:36.0";"10:39.0";"2015-06-28T15:16:49.1560000";"Gjettum";""
"38";"95";"Even";"Braaten";"M";"NOR";"IK Hero / Team Nullstress";"FE 3";"M Senior";"22:38.0";"10:41.0";"2015-06-28T14:51:13.2950000";"Oslo";""
"39";"106";"Frank";"Seidel";"M";"NOR";"SK Rye sykkel / Team Traktor";"FE 3";"M Senior";"22:38.0";"10:41.0";"2015-06-28T14:56:57.4220000";"Hvam";""
"40";"81";"Karsten";"Hjelseth";"M";"NOR";"OSLO";"FE 3";"M Senior";"22:41.0";"10:44.0";"2015-06-28T14:44:05.6640000";"Oslo";""
"41";"104";"Leiv";"Tvenning";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"22:47.0";"10:50.0";"2015-06-28T14:56:02.7990000";"BERGEN";""
"42";"99";"Truls Kristian";"Syvertsen";"M";"NOR";"Drammen CK / Team Letth";"FE 3";"M Senior";"22:51.0";"10:54.0";"2015-06-28T14:53:15.8150000";"Steinberg";""
"43";"119";"Peder";"Gaasø";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"22:54.0";"10:57.0";"2015-06-28T15:03:29.1920000";"OSLO";""
"44";"112";"Andreas Kielland";"Hauge";"M";"NOR";"Solum TSK";"FE 3";"M Senior";"22:56.0";"10:59.0";"2015-06-28T15:00:01.7000000";"PORSGRUNN";""
"45";"100";"Aleksander";"Ødegård";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"23:04.0";"11:07.0";"2015-06-28T14:54:02.7710000";"KONGSBERG";""
"46";"178";"Sven";"Leininger";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"23:14.0";"11:17.0";"2015-06-28T15:32:56.1110000";"BERGEN";""
"47";"137";"Iver";"Skustad";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"23:31.0";"11:34.0";"2015-06-28T15:12:44.5150000";"Drammen";""
"48";"125";"Anders";"Samnøy";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"23:34.0";"11:37.0";"2015-06-28T15:06:23.4300000";"Oslo";""
"49";"103";"Rune";"Tangen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"23:39.0";"11:42.0";"2015-06-28T14:55:22.4540000";"Gjerdrum";""
"50";"91";"Thomas";"Svendsen";"M";"NOR";"OSLO";"FE 3";"M Senior";"23:46.0";"11:49.0";"2015-06-28T14:49:13.4580000";"OSLO";""
"51";"160";"Ruben";"Høiland";"M";"NOR";"SOGNDAL";"FE 3";"M Senior";"23:59.0";"12:02.0";"2015-06-28T15:23:48.5500000";"SOGNDAL";""
"52";"83";"Baard";"Hellebostad";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 3";"M Senior";"24:00.0";"12:03.0";"2015-06-28T14:45:07.9530000";"Borgen";""
"53";"123";"Ole Henrik";"Norberg";"M";"NOR";"OSLO";"FE 3";"M Senior";"24:08.0";"12:11.0";"2015-06-28T15:05:28.2890000";"OSLO";""
"54";"163";"Nikolai";"Fekjær";"M";"NOR";"Moss CK";"FE 3";"M Senior";"24:10.0";"12:13.0";"2015-06-28T15:25:10.3790000";"Saltnes";""
"55";"84";"Anton";"Odbro";"M";"SWE";"Göteborgs Stigcyklister";"FE 3";"M Senior";"24:17.0";"12:20.0";"2015-06-28T14:46:11.8560000";"Göteborg";""
"56";"109";"Geir Vidar";"Bjørndalen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"24:39.0";"12:42.0";"2015-06-28T14:58:27.6790000";"Gjerdrum";""
"57";"120";"Jostein";"Børresen";"M";"NOR";"Drammen CK / Nedre Buskerud Nerroverlag";"FE 3";"M Senior";"24:40.0";"12:43.0";"2015-06-28T15:03:58.2480000";"SOLBERGELVA";""
"58";"149";"Erik";"Almerud";"M";"NOR";"DRAMMEN";"FE 3";"M Senior";"24:57.0";"13:00.0";"2015-06-28T15:18:33.1190000";"DRAMMEN";""
"59";"127";"Tom";"Ruud";"M";"NOR";"Lillehammer CK / Birk Sport AS";"FE 3";"M Senior";"25:11.0";"13:14.0";"2015-06-28T15:07:20.5550000";"Lillehammer";""
"60";"181";"Anders";"Søyland";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"25:11.0";"13:14.0";"2015-06-28T15:34:29.6490000";"Hjellestad";""
"61";"157";"Stian Lie";"Hansen";"M";"NOR";"Andebarkji TSK";"FE 3";"M Senior";"25:47.0";"13:50.0";"2015-06-28T15:22:27.3170000";"DRAMMEN";""
"62";"144";"Anders";"Paalgardkleven";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"25:53.0";"13:56.0";"2015-06-28T15:15:58.5120000";"OSLO";""
"63";"143";"Per Henrik Opsal";"Thorp";"M";"NOR";"IK Hero";"FE 3";"M Senior";"26:03.0";"14:06.0";"2015-06-28T15:15:13.7160000";"HOSLE";""
"64";"145";"Eddie";"Setekleiv";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"26:20.0";"14:23.0";"2015-06-28T15:38:20.9260000";"Trondheim";""
"65";"130";"Tor Arne";"Holen";"M";"NOR";"TORP";"FE 3";"M Senior";"27:33.0";"15:36.0";"2015-06-28T15:09:33.0810000";"TORP";""
"66";"134";"Runar";"Sagerud";"M";"NOR";"Kolbotn SK";"FE 3";"M Senior";"28:17.0";"16:20.0";"2015-06-28T15:11:15.6800000";"Oppegård";""
"67";"129";"Lars-Petter";"Holm";"M";"NOR";"Eiker-Kvikk sykkel";"FE 3";"M Senior";"28:21.0";"16:24.0";"2015-06-28T15:08:59.1520000";"HOKKSUND";""
"68";"133";"Sindre";"Rasmussen";"M";"NOR";"Gresvik IF";"FE 3";"M Senior";"28:29.0";"16:32.0";"2015-06-28T15:11:37.9170000";"Fredrikstad";""
"69";"170";"Arne";"Runde";"M";"NOR";"Sunnfjord Trimklubb";"FE 3";"M Senior";"29:46.0";"17:49.0";"2015-06-28T15:29:23.0110000";"NAUSTDAL";""
"70";"97";"Geir";"Nummedal";"M";"NOR";"Voss MTB Klubb";"FE 3";"M Senior";"30:50.0";"18:53.0";"2015-06-28T14:52:10.8050000";"OSLO";""
"71";"136";"Kristoffer";"Berdal";"M";"NOR";"IK Hero";"FE 3";"M Senior";"31:17.0";"19:20.0";"2015-06-28T15:12:44.1660000";"Oslo";""
"72";"185";"Christopher Cassidy";"Svennevik";"M";"NOR";"HEMSEDAL";"FE 3";"M Senior";"33:37.0";"21:40.0";"2015-06-28T15:36:12.0440000";"Hemsedal";""
"73";"105";"Petter";"Strøm";"M";"NOR";"Sogn CK / Sti5";"FE 3";"M Senior";"34:49.0";"22:52.0";"2015-06-28T14:56:04.8070000";"Sogndal";""
"74";"96";"Tarjei";"Hofset";"M";"NOR";"Team Sport Support";"FE 3";"M Senior";"37:17.0";"25:20.0";"2015-06-28T14:51:30.8780000";"TRONDHEIM";""
"75";"132";"Lars Kristian";"Günther";"M";"NOR";"Skjeberg CK";"FE 3";"M Senior";"40:53.0";"28:56.0";"2015-06-28T15:10:08.1210000";"DEGERNES";""
"76";"155";"Even";"Hægland";"M";"NOR";"CK Henie";"FE 3";"M Senior";"44:06.0";"32:09.0";"2015-06-28T15:23:02.2450000";"Os";""
"78";"168";"Jean-Christophe";"Barbier";"M";"FRA";"Molde CK / Prores AS";"FE 3";"M Senior";"1:04:54.0";"52:57.0";"2015-06-28T15:32:56.5010000";"ÅNDALSNES";""
